name,tech,comment,view
Two Truths and a Lie,"Java, Spring, Vue.js, PostgreSQL, AWS EC2, HTML, CSS","This is my first ever full-stack project. I know it's not amazing app by any standards, but it took a lot of time, googling, and trial & error to get here. And it's just the beginning of my journey. Although it was frustrating at many times, I thoroughly enjoyed the process and learned an incredible amount. I even ended up learning AWS to host my app online. I will be continue to document my journey on this website.",TwoTruthsOneLieView
